"code_ogr","libelle","code_rubrique"
"520926","Anticiper le chantier en préparant et commandant des fournitures, pièces et outillages","1"
"520927","Exploiter la documentation technique et les outils de suivi pour la préparation et la réalisation des opérations de maintenance","1"
"520928","Sécuriser l'espace de travail","1"
"520929","Exploiter les informations fournies par les PNC et les PNT","1"
"520930","Exploiter les informations apportées par les outils de suivi (dossiers de visite, livre de bord, calculateur central de maintenance de l'aéronef, etc.)","1"
"520931","Réaliser des opérations de maintenance préventives dans le cadre des programmes de maintenance et des standards techniques des aéronefs","1"
"520932","Réaliser les mises au point des systèmes (commandes de vol, moteur, etc.) de l'aéronef","1"
"520933","Certifier les opérations, en fonction de son expérience et de ses habilitations","1"
"520934","Signer l'Appropriation Pour Remise en Service (APRS) , pour les titulaires de l'habilitation","1"
"520935","Enregistrer l'ensemble des informations requises dans les systèmes informatisés de traçabilité de l'activité","1"
"520936","Renseigner les comptes-rendus de vol","1"
"520937","Transmettre les informations sur les opérations de maintenance réalisées","1"
"520938","Contrôler le bon fonctionnement de l'ensemble des systèmes de l'avion en appliquant la réglementation, les instructions de travail et les procédures","1"
"520939","Présenter de manière claire et concise le contenu et les consignes d'une activité auprès de publics différents","1"
"520940","Mobiliser les démarches d'éducation populaire pour animer des activités favorisant l'expression, la participation active et la créativité des publics","1"
"520941","Susciter l'intérêt, l'autonomie, l'expression, l'émancipation et la curiosité","1"
"520942","Articuler des compétences techniques et pédagogiques aux enjeux sociétaux pour accompagner une démarche de recherche collective","1"
"520943","Favoriser l'expression de la personnalité et de la sensibilité des publics","1"
"520944","Assurer une présence active de proximité","1"
"520945","Fournir un support technique et fonctionnel aux utilisateurs","1"
"520946","Expliquer de manière claire des aspects techniques aux non-techniciens","1"
"520947","Mettre en œuvre des dispositifs éducatifs en impliquant les apprenants dans des démarches participatives et collaboratives","1"
"520948","Savoir expliquer clairement les informations financières aux autres membres de l'équipe et à la direction","1"
"520961","Contrôler l'acquisition des données","1"
"520962","Identifier les anomalies dans les données recueillies","1"
"520963","Organiser, planifier ses interventions et vérifier le bon état des outils de topographie","1"
"520964","Analyser les caractéristiques du projet, les contraintes du chantier et de l'environnement","1"
"520965","Lire et exploiter les plans du dossier technique : plan de masse, plan de situation, plan d'implantation de l'ouvrage","1"
"520966","Définir la nature et la précision des données à acquérir","1"
"520967","Choisir la méthodologie d'acquisition des données","1"
"520968","Transmettre les données vérifiées à la direction technique du chantier ou au bureau d'études","1"
"520969","Assurer la sécurité de ses interventions «terrain»","1"
"520971","Maitriser la précision de ces mesures en fonction d'un cahier des charges ou d'une commande","1"
"520972","Mettre à jour ou fournir les données nécessaires à la mise à jour de la maquette numérique","1"
"520977","Réaliser et mettre à jour des plans de terrassement d'infrastructures et de réseaux","1"
"520978","Réaliser l'implantation d'un chantier","1"
"520979","Analyser les données afin de contrôler la conformité de l'implantation des ouvrages et de surveiller l'environnement du chantier","1"
"520980","Constituer le document topographique à différentes échelles : dessins, cartes et plans (de masse, de division, de corps, cadastraux, d'exécution et de récolement pour les travaux)","1"
"520984","Travailler à l'interface de plusieurs champs de politiques publiques","1"
"520985","Identifier les opportunités de développement économique et promouvoir une stratégie de développement local basée sur la réalisation d'un diagnostic territorial","1"
"520986","Déterminer une stratégie de prospection et conduire des actions proactives et de communication","1"
"520987","Rechercher des entreprises cibles et constituer un vivier d'entreprises à prospecter (enseignes nationales notamment) afin de favoriser de nouvelles implantations","1"
"520988","Assurer une assistance et un conseil auprès des élus en matière de développement économique","1"
"520989","Renforcer l'attractivité des commerces en apportant une expertise en matière de dynamisation et d'animation commerciale","1"
"520990","Assurer une veille active sur les nouveaux outils numériques et digitaux à destination des établissements commerciaux mais également sur les nouveaux modèles de commerces","1"
"520991","Proposer des supports de communication adaptés aux publics recherchés","1"
"520992","Organiser la représentation de la collectivité auprès des organismes régionaux ou nationaux","1"
"520993","Faciliter la communication et l'articulation entre les différents services de la collectivité concernés par les projets","1"
"520995","Identifier et mobiliser les partenaires stratégiques privés de l'immobilier économique, et publics","1"
"521004","Coordonner les évacuations avec les différents prestataires","1"
"521005","Maintenir l'état de propreté du site","1"
"521006","Garantir la qualité du tri pour éviter tout refus par les repreneurs","1"
"521007","Optimiser le remplissage et la rotation des bennes","1"
"521009","Contrôler l'état général du site","1"
"521010","Gérer les ouvertures et les fermetures du site","1"
"521011","Contrôler l'accès des usagers sur le site","1"
"521012","Estimer les volumes apportés par les utilisateurs","1"
"521013","Evaluer le remplissage des bennes en optimisant leurs volumes afin d'éviter les débordements","1"
"521014","Anticiper le planning de rotation des bennes et autres contenants","1"
"521015","Remplir l'ensemble des documents liés à l'activité et aux suivis des déchets","1"
"521016","Remonter l'ensemble des documents et informations relatives à l'activité et au fonctionnement de la déchèterie","1"
"521017","Signaler tout incident, accident et anomalie à sa hiérarchie selon les procédures en vigueur","1"
"521217","Accompagner la prise de décision politique par la connaissance scientifique","1"
"521218","Accompagner le développement d'activités respectueuses de la biodiversité","1"
"521219","Accompagner les collaborateurs dans l'acquisition des compétences et des connaissances","1"
"521220","Accueillir le client sur site et à distance","1"
"521221","Actualiser ses connaissances en droit maritime et de l'environnement","1"
"521222","Adapter la conduite à l'allure du convoi","1"
"521223","Adapter les stratégies de lancement selon les formats de diffusion et les canaux promotionnels (radio, télévision, presse, plateformes)","1"
"521224","Adapter sa communication à ses interlocuteurs","1"
"521225","Adapter son style graphique et d'animation aux choix du réalisateur","1"
"521226","Adopter une conduite souple pour le confort des passagers","1"
"521227","Adopter une démarche d'éducation thérapeutique pour développer des compétences et des outils pédagogiques adaptés aux besoins spécifiques des publics","1"
"521228","Agir face à des situations conflictuelles et/ou de danger","1"
"521229","Alerter un client sur les risques liés aux défauts de déclaration","1"
"521232","Analyser et suivre les indicateurs économiques des activités de l'exploitation de stationnement","1"
"521233","Analyser le trafic d'un site web via les outils de web analyse/web analytics","1"
"521234","Analyser les conditions d'articulation des projets de préservation des espaces de nature et de la biodiversité avec les autres politiques publiques","1"
"521235","Analyser les consommations énergétiques et les coûts en proposant des mesures d'efficacité énergétique","1"
"521236","Analyser les effets d'une stratégie marketing","1"
"521237","Analyser les résultats obtenus, les différents niveaux de marge et les indicateurs et ratios de référence de la station-service","1"
