"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"88","Action sociale sans hebergement","489059","K1211","Conseiller / Conseillère d'Insertion et de Probation (CIP)"
"88","Action sociale sans hebergement","509376","K1213","Médiateur culturel / Médiatrice culturelle"
"88","Action sociale sans hebergement","509410","K1215","Moniteur / Monitrice d'atelier en milieu de travail protégé"
"88","Action sociale sans hebergement","509415","K1216","Responsable de structure multi accueil petite enfance"
"88","Action sociale sans hebergement","509503","K1217","Animateur socioéducatif / Animatrice socioéducative"
"88","Action sociale sans hebergement","509687","K1218","Responsable de maison de quartier"
"88","Action sociale sans hebergement","509696","K1219","Directeur / Directrice de centre socioculturel"
"88","Action sociale sans hebergement","509756","K1220","Médiateur / Médiatrice en santé"
"88","Action sociale sans hebergement","509896","K1221","Ecoutant social / Ecoutante sociale"
"88","Action sociale sans hebergement","509911","K1222","Coordinateur / Coordinatrice d'équipes de médiation"
"88","Action sociale sans hebergement","510181","K1224","Encadrant / Encadrante technique d'insertion socioprofessionnelle"
"88","Action sociale sans hebergement","510032","K1225","Conseiller / Conseillère en économie sociale et familiale (CESF)"
"88","Action sociale sans hebergement","510058","K1226","Chargé / Chargée de médiation interculturelle"
"88","Action sociale sans hebergement","510196","K1230","Coordonnateur / Coordonnatrice de service social"
"88","Action sociale sans hebergement","375","K1301","Educateur / Educatrice en locomotion"
"88","Action sociale sans hebergement","376","K1302","Assistant / Assistante de vie dépendance"
"88","Action sociale sans hebergement","377","K1303","Garde d'enfant"
"88","Action sociale sans hebergement","378","K1304","Employé familial / Employée familiale"
"88","Action sociale sans hebergement","28964","K1305","Technicien / Technicienne d'Intervention Sociale et Familiale (TISF)"
"88","Action sociale sans hebergement","404044","K1306","Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)"
"88","Action sociale sans hebergement","404045","K1307","Animateur / Animatrice petite enfance"
"88","Action sociale sans hebergement","404543","K1309","Assistant familial / Assistante familiale"
"88","Action sociale sans hebergement","404544","K1310","Assistant maternel / Assistante maternelle"
"88","Action sociale sans hebergement","488323","K1311","Assistant / Assistante de vie aux familles"
"88","Action sociale sans hebergement","489223","K1313","Employé / Employée au pair"
"88","Action sociale sans hebergement","509757","K1314","Auxiliaire de vie sociale auprès d'enfants"
"88","Action sociale sans hebergement","488293","K1407","Directeur / Directrice d'établissement médicosocial"
"88","Action sociale sans hebergement","488294","K1408","Responsable de secteur d'aide à domicile"
"88","Action sociale sans hebergement","509923","K1414","Chargé / Chargée de mission santé publique"
"88","Action sociale sans hebergement","385","K1502","Inspecteur / Inspectrice du travail"
"88","Action sociale sans hebergement","398","K1801","Conseiller / Conseillère en insertion professionnelle"
"88","Action sociale sans hebergement","509661","K1805","Chargé / Chargée de développement social"
"88","Action sociale sans hebergement","509882","K1808","Chargé / Chargée de développement culturel"
"88","Action sociale sans hebergement","510049","K1810","Agent / Agente de développement d'habitat social"
"88","Action sociale sans hebergement","510071","K1811","Chargé / Chargée de projet en aménagement du territoire"
"88","Action sociale sans hebergement","510147","K1812","Chargé / Chargée de projet emploi"
"88","Action sociale sans hebergement","510304","K1814","Chargé / Chargée d'emploi en entreprise de travail temporaire"
"88","Action sociale sans hebergement","415","K2112","Conseiller / Conseillère d'orientation"
"88","Action sociale sans hebergement","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)"
"88","Action sociale sans hebergement","510248","M1304","Directeur / Directrice d'unité de services au public"
"9","Services de soutien aux industries extractives","146","F1105","Géologue"
"9","Services de soutien aux industries extractives","509414","F1128","Géotechnicien / Géotechnicienne"
"9","Services de soutien aux industries extractives","510268","F1143","Géophysicien / Géophysicienne"
"9","Services de soutien aux industries extractives","156","F1401","Foreur / Foreuse"
"9","Services de soutien aux industries extractives","276","H2804","Pilote de centrale de béton"
"9","Services de soutien aux industries extractives","519759","H2810","Agent / Agente technique de centrale à enrobés"
"90","Activites creatives, artistiques et de spectacle","509692","A1508","Dresseur animalier / Dresseuse animalière"
"90","Activites creatives, artistiques et de spectacle","36","B1101","Artiste Plasticien / Plasticienne"
"90","Activites creatives, artistiques et de spectacle","520153","B1104","Artiste peintre"
"90","Activites creatives, artistiques et de spectacle","37","B1201","Céramiste"
"90","Activites creatives, artistiques et de spectacle","39","B1302","Décorateur / Décoratrice d'objets d'art"
"90","Activites creatives, artistiques et de spectacle","40","B1303","Graveur / Graveuse d'art"
"90","Activites creatives, artistiques et de spectacle","488724","B1304","Artisan démonstrateur / Artisane démonstratrice"
"90","Activites creatives, artistiques et de spectacle","489064","B1403","Restaurateur / Restauratrice de livres anciens"
"90","Activites creatives, artistiques et de spectacle","44","B1601","Métallier / Métallière d'art"
"90","Activites creatives, artistiques et de spectacle","45","B1602","Souffleur / Souffleuse de verre"
"90","Activites creatives, artistiques et de spectacle","404957","B1605","Bijoutier / Bijoutière"
"90","Activites creatives, artistiques et de spectacle","404968","B1606","Joaillier / Joaillière"
"90","Activites creatives, artistiques et de spectacle","404976","B1609","Responsable d'atelier en bijouterie ou joaillerie"
"90","Activites creatives, artistiques et de spectacle","404977","B1610","Sertisseur / Sertisseuse en bijouterie ou joaillerie"
"90","Activites creatives, artistiques et de spectacle","404964","B1612","Concepteur / Conceptrice numérique en bijouterie joaillerie"
"90","Activites creatives, artistiques et de spectacle","488744","B1613","Orfèvre"
"90","Activites creatives, artistiques et de spectacle","489215","B1614","Monteur / Monteuse en orfèvrerie"
"90","Activites creatives, artistiques et de spectacle","490200","B1615","Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse"
"90","Activites creatives, artistiques et de spectacle","520416","B1617","Coutelier / Coutelière d'art"
"90","Activites creatives, artistiques et de spectacle","520427","B1618","Vitrailliste"
"90","Activites creatives, artistiques et de spectacle","54","B1806","Tapissier / Tapissière d'ameublement"
"90","Activites creatives, artistiques et de spectacle","520875","B1816","Tisserand / Tisserande d'art"
"90","Activites creatives, artistiques et de spectacle","520473","D1515","Agent / Agente de billetterie"
"90","Activites creatives, artistiques et de spectacle","125","E1107","Chef / Cheffe de projet événementiel"
"90","Activites creatives, artistiques et de spectacle","488867","E1111","Game master"
"90","Activites creatives, artistiques et de spectacle","520491","E1134","Scénariste"
"90","Activites creatives, artistiques et de spectacle","131","E1205","Designer graphique"
"90","Activites creatives, artistiques et de spectacle","510016","E1211","Dessinateur-illustrateur / Dessinatrice-illustratrice"
"90","Activites creatives, artistiques et de spectacle","519493","E1212","Restaurateur / Restauratrice numérique image"
"90","Activites creatives, artistiques et de spectacle","489193","G1223","Animateur / Animatrice en site de divertissement"
"90","Activites creatives, artistiques et de spectacle","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles"
"90","Activites creatives, artistiques et de spectacle","488899","G1409","Manager en restauration rapide"
"90","Activites creatives, artistiques et de spectacle","489568","G1414","Directeur / Directrice d'exploitation de site de divertissement"
"90","Activites creatives, artistiques et de spectacle","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie"
"90","Activites creatives, artistiques et de spectacle","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie"
"90","Activites creatives, artistiques et de spectacle","509704","I1329","Technicien / Technicienne d'exploitation et de maintenance des équipements audiovisuels"
"90","Activites creatives, artistiques et de spectacle","509376","K1213","Médiateur culturel / Médiatrice culturelle"
"90","Activites creatives, artistiques et de spectacle","488727","K1605","Commissaire d'exposition"
"90","Activites creatives, artistiques et de spectacle","520208","K1611","Iconographe"
"90","Activites creatives, artistiques et de spectacle","509819","K2411","Musicologue"
"90","Activites creatives, artistiques et de spectacle","435","L1101","DJ"
"90","Activites creatives, artistiques et de spectacle","510454","L1104","Animateur / Animatrice événementiel"
"90","Activites creatives, artistiques et de spectacle","438","L1201","Danseur / Danseuse"
"90","Activites creatives, artistiques et de spectacle","439","L1202","Musicien / Musicienne"
"90","Activites creatives, artistiques et de spectacle","440","L1203","Comédien / Comédienne"
"90","Activites creatives, artistiques et de spectacle","441","L1204","Artiste de cirque"
